gene1	gene2	similarity	module1	module2	PPI	gene1_Col_nlp20_180_lfc	gene2_Col_nlp20_180_lfc
AT1G02400	AT3G14225	0.4277380754438569	turquoise	turquoise		2.99906308574681	3.08404385233805
AT1G02400	AT3G15518	0.4095431788501374	turquoise	turquoise		2.99906308574681	3.60696828405315
AT1G02400	AT3G16030	0.43047059954660116	turquoise	turquoise		2.99906308574681	2.13972624036699
AT1G02400	AT3G17700	0.42279207098856847	turquoise	turquoise		2.99906308574681	1.79370776910772
AT1G02400	AT3G21520	0.4153693912827856	turquoise	turquoise		2.99906308574681	2.38481539803607
AT1G02400	AT3G25610	0.4203110022910486	turquoise	turquoise		2.99906308574681	3.55422027491228
AT1G02400	AT3G26910	0.428024095309302	turquoise	turquoise		2.99906308574681	3.00267704307048
AT1G02400	AT3G26980	0.43036977633431045	turquoise	turquoise		2.99906308574681	2.14110826870903
AT1G02400	AT3G28580	0.4159896924158781	turquoise	turquoise		2.99906308574681	4.44818669005367
AT1G02400	AT3G28850	0.4080786404383214	turquoise	turquoise		2.99906308574681	1.73165444071541
AT1G02400	AT3G46110	0.4228299167777131	turquoise	turquoise		2.99906308574681	1.70815904679195
AT1G02400	AT3G47090	0.4104166748841914	turquoise	turquoise		2.99906308574681	2.31979227578694
AT1G02400	AT3G47820	0.4126740427481196	turquoise	turquoise		2.99906308574681	2.32396237329802
AT1G02400	AT3G48630	0.424714283523653	turquoise	turquoise		2.99906308574681	3.01419598266372
AT1G02400	AT3G50760	0.40046670957105135	turquoise	turquoise		2.99906308574681	1.71762698049466
AT1G02400	AT4G00970	0.42877398611728884	turquoise	turquoise		2.99906308574681	1.81547616825631
AT1G02400	AT4G01010	0.4332393263665686	turquoise	turquoise		2.99906308574681	2.36968245847347
AT1G02400	AT4G04540	0.40014086558375755	turquoise	turquoise		2.99906308574681	2.90133658419737
AT1G02400	AT4G11330	0.4162872317030505	turquoise	turquoise		2.99906308574681	1.30817172165487
AT1G02400	AT4G11470	0.4193820851685901	turquoise	turquoise		2.99906308574681	2.57574927317393
AT1G02400	AT4G11521	0.4210257250835489	turquoise	turquoise		2.99906308574681	2.22633638218915
AT1G02400	AT4G14365	0.40441648613259523	turquoise	turquoise		2.99906308574681	3.36041276125927
AT1G02400	AT4G20780	0.40031982721880477	turquoise	turquoise		2.99906308574681	2.39349679912999
AT1G02400	AT4G21390	0.4263760883631695	turquoise	turquoise		2.99906308574681	3.45770074148012
AT1G02400	AT4G21920	0.40966866626249915	turquoise	turquoise		2.99906308574681	2.29043340988926
AT1G02400	AT4G22710	0.4282644831873624	turquoise	turquoise		2.99906308574681	2.67546649045668
AT1G02400	AT4G22960	0.42376262253179203	turquoise	turquoise		2.99906308574681	3.18131940153597
AT1G02400	AT4G29050	0.42106774759205334	turquoise	turquoise		2.99906308574681	1.7063300034385
AT1G02400	AT4G30210	0.4317087214055404	turquoise	turquoise		2.99906308574681	2.62793492917391
AT1G02400	AT4G31950	0.431675901351397	turquoise	turquoise		2.99906308574681	5.25192252179669
AT1G02400	AT4G32300	0.4035240030110204	turquoise	turquoise		2.99906308574681	0.241513029653772
AT1G02400	AT4G37370	0.414972538968096	turquoise	turquoise		2.99906308574681	4.86618995894797
AT1G02400	AT4G39640	0.42147051048109285	turquoise	turquoise		2.99906308574681	1.93855418869173
AT1G02400	AT4G39890	0.40694677305221544	turquoise	turquoise		2.99906308574681	2.44780081595259
AT1G02400	AT5G01100	0.4064436092798333	turquoise	turquoise		2.99906308574681	2.45051085900351
AT1G02400	AT5G09800	0.4158535496039691	turquoise	turquoise		2.99906308574681	3.92120656425262
AT1G02400	AT5G13190	0.40472932116555443	turquoise	turquoise		2.99906308574681	1.37500347027219
AT1G02400	AT5G14930	0.401864780732293	turquoise	turquoise		2.99906308574681	0.612732842756339
AT1G02400	AT5G18470	0.41838258172984694	turquoise	turquoise		2.99906308574681	2.85079297345557
AT1G02400	AT5G24110	0.4343726901404835	turquoise	turquoise		2.99906308574681	5.85564457619344
AT1G02400	AT5G25920	0.4094872773927364	turquoise	turquoise		2.99906308574681	1.93025536769145
AT1G02400	AT5G35735	0.40634654823086935	turquoise	turquoise		2.99906308574681	1.19308136388541
AT1G02400	AT5G38310	0.40360791895568476	turquoise	turquoise		2.99906308574681	3.95576862336185
AT1G02400	AT5G39020	0.41733418861002924	turquoise	turquoise		2.99906308574681	2.30531971211855
AT1G02400	AT5G41100	0.410044907223948	turquoise	turquoise		2.99906308574681	1.61180406494883
AT1G02400	AT5G41680	0.424596155485802	turquoise	turquoise		2.99906308574681	2.82731520586859
AT1G02400	AT5G43420	0.4231955011091271	turquoise	turquoise		2.99906308574681	1.36780189731661
AT1G02400	AT5G44070	0.43518094881743646	turquoise	turquoise		2.99906308574681	2.44035330478193
AT1G02400	AT5G46500	0.41317063592177744	turquoise	turquoise		2.99906308574681	1.66236176987306
AT1G02400	AT5G46910	0.42713877350772766	turquoise	turquoise		2.99906308574681	1.0770749598761
AT1G02400	AT5G48380	0.41960717935777025	turquoise	turquoise		2.99906308574681	1.53977586635816
AT1G02400	AT5G49520	0.4109088894330469	turquoise	turquoise		2.99906308574681	1.70325722130265
AT1G02400	AT5G54710	0.4114670514569532	turquoise	turquoise		2.99906308574681	1.48973818488264
AT1G02400	AT5G54720	0.41397099665439285	turquoise	turquoise		2.99906308574681	1.41958672006941
AT1G02400	AT5G56960	0.42316740119256685	turquoise	turquoise		2.99906308574681	6.04598515544402
AT1G02400	AT5G57220	0.4036810315241215	turquoise	turquoise		2.99906308574681	5.23831684325569
AT1G02400	AT5G61210	0.43009175423608464	turquoise	turquoise		2.99906308574681	1.74519194714091
AT1G02400	AT5G66620	0.4125691680013437	turquoise	turquoise		2.99906308574681	0.392988809528702
AT1G03220	AT1G30755	0.412998942346302	turquoise	turquoise		2.39276023388876	3.28908124408455
AT1G03370	AT1G07000	0.42928703523512907	turquoise	turquoise		1.80126314443775	3.08298427906217
AT1G03370	AT1G18390	0.40595846966107296	turquoise	turquoise		1.80126314443775	2.94578911391036
AT1G03370	AT1G22280	0.43272256559791905	turquoise	turquoise		1.80126314443775	1.59183408564961
AT1G03370	AT1G30755	0.4437054188853534	turquoise	turquoise		1.80126314443775	3.28908124408455
AT1G03370	AT1G55450	0.4128017370242251	turquoise	turquoise		1.80126314443775	3.16783252109763
AT1G03370	AT1G61360	0.40441431448017456	turquoise	turquoise		1.80126314443775	2.92730198918192
AT1G03370	AT1G61560	0.4160660523974763	turquoise	turquoise		1.80126314443775	4.24921541481615
AT1G03370	AT2G15040	0.4010162656731742	turquoise	turquoise		1.80126314443775	2.06013550976082
AT1G03370	AT2G15042	0.40115225125768383	turquoise	turquoise		1.80126314443775	2.06374944380292
AT1G03370	AT2G23320	0.41826813924087003	turquoise	turquoise		1.80126314443775	2.50165698868664
AT1G03370	AT2G29100	0.4011743747234063	turquoise	turquoise		1.80126314443775	2.79121051431072
AT1G03370	AT2G44490	0.4068846323459723	turquoise	turquoise		1.80126314443775	2.10990605316516
AT1G03370	AT3G26680	0.4070446281861187	turquoise	turquoise		1.80126314443775	2.03862747486272
AT1G03370	AT4G33050	0.4061793348408211	turquoise	turquoise		1.80126314443775	3.81878579601829
AT1G03370	AT4G38550	0.42547911161785706	turquoise	turquoise		1.80126314443775	2.04864520702235
AT1G03370	AT4G39890	0.4009813603328162	turquoise	turquoise		1.80126314443775	2.44780081595259
AT1G03370	AT5G01950	0.40045152740855805	turquoise	turquoise		1.80126314443775	2.04094310350076
AT1G03370	AT5G56960	0.4001120010756083	turquoise	turquoise		1.80126314443775	6.04598515544402
AT1G03370	AT5G61210	0.42634594833169737	turquoise	turquoise		1.80126314443775	1.74519194714091
AT1G05340	AT1G07000	0.40811686831444305	turquoise	turquoise		1.83134035536917	3.08298427906217
AT1G05340	AT5G61210	0.4039170164001174	turquoise	turquoise		1.83134035536917	1.74519194714091
AT1G05575	AT3G57530	0.45400873919976403	turquoise	turquoise		1.62167042620276	1.14996819763545
AT1G05575	AT4G17490	0.4122226537666243	turquoise	turquoise		1.62167042620276	1.78960321573141
AT1G05575	AT4G33920	0.4255761621700837	turquoise	turquoise		1.62167042620276	1.30519840694106
AT1G05575	AT4G36500	0.40816152584813126	turquoise	turquoise		1.62167042620276	2.16157282827728
AT1G05575	AT5G05300	0.41019457364459133	turquoise	turquoise		1.62167042620276	2.92932342982814
AT1G05575	AT5G47850	0.4111810130515045	turquoise	turquoise		1.62167042620276	0.975194285818362
AT1G05575	AT5G66675	0.41691457645831487	turquoise	turquoise		1.62167042620276	1.03118369662801
AT1G05670	AT3G57530	0.41053312554430116	turquoise	turquoise		0.187493686304983	1.14996819763545
AT1G05675	AT1G02400	0.4171617109565287	turquoise	turquoise		4.76998816109569	2.99906308574681
AT1G05675	AT1G28380	0.4212882880895144	turquoise	turquoise		4.76998816109569	1.50484067572599
AT1G05675	AT1G29690	0.4057709771430868	turquoise	turquoise		4.76998816109569	1.76658863248922
AT1G05675	AT1G42990	0.4003898098816436	turquoise	turquoise		4.76998816109569	2.35525587529478
AT1G05675	AT1G55450	0.40622663959282246	turquoise	turquoise		4.76998816109569	3.16783252109763
AT1G05675	AT2G31865	0.40457984130583774	turquoise	turquoise		4.76998816109569	2.07752359201292
AT1G05675	AT2G37940	0.42030656834690533	turquoise	turquoise		4.76998816109569	2.44095775911208
AT1G05675	AT3G11820	0.4294080994291686	turquoise	turquoise		4.76998816109569	2.12884249111616
AT1G05675	AT3G11840	0.40367506538521775	turquoise	turquoise		4.76998816109569	3.75124435866918
AT1G05675	AT4G39640	0.4102591524376502	turquoise	turquoise		4.76998816109569	1.93855418869173
AT1G05675	AT5G61210	0.40315439594111546	turquoise	turquoise		4.76998816109569	1.74519194714091
AT1G06135	AT2G26190	0.4025149037968711	turquoise	turquoise		1.17441460808919	2.23449661811204
AT1G06135	AT3G57530	0.4435961582993691	turquoise	turquoise		1.17441460808919	1.14996819763545
AT1G06135	AT4G17230	0.40414887474115746	turquoise	turquoise		1.17441460808919	1.12524094150562
AT1G06135	AT5G66210	0.41065533122844455	turquoise	turquoise		1.17441460808919	1.20724374676722
AT1G06135	AT5G66675	0.42280088957190776	turquoise	turquoise		1.17441460808919	1.03118369662801
AT1G07000	AT1G02400	0.4271002994895883	turquoise	turquoise		3.08298427906217	2.99906308574681
AT1G07000	AT1G03370	0.42928703523512907	turquoise	turquoise		3.08298427906217	1.80126314443775
AT1G07000	AT1G05340	0.40811686831444305	turquoise	turquoise		3.08298427906217	1.83134035536917
AT1G07000	AT1G09932	0.42955591988669667	turquoise	turquoise		3.08298427906217	3.37439603174819
AT1G07000	AT1G14370	0.4323885767479925	turquoise	turquoise		3.08298427906217	1.65603223759713
AT1G07000	AT1G14540	0.4209951276685829	turquoise	turquoise		3.08298427906217	3.52197541424859
AT1G07000	AT1G15890	0.40462865712427354	turquoise	turquoise		3.08298427906217	1.55883335310815
AT1G07000	AT1G16090	0.42626483478916927	turquoise	turquoise		3.08298427906217	3.36978943869951
AT1G07000	AT1G16420	0.4065417159225625	turquoise	turquoise		3.08298427906217	5.41766616534418
AT1G07000	AT1G16670	0.43755202407797555	turquoise	turquoise		3.08298427906217	2.01661273190067
AT1G07000	AT1G18390	0.42705732851908224	turquoise	turquoise		3.08298427906217	2.94578911391036
AT1G07000	AT1G18570	0.43459068826091074	turquoise	turquoise		3.08298427906217	4.60287649981078
AT1G07000	AT1G19020	0.4110063714228264	turquoise	turquoise		3.08298427906217	3.88971117182044
AT1G07000	AT1G19320	0.41040993809873133	turquoise	turquoise		3.08298427906217	0.971467946946525
AT1G07000	AT1G21100	0.4187643149349865	turquoise	turquoise		3.08298427906217	2.89526613630603
AT1G07000	AT1G21110	0.4310019199889141	turquoise	turquoise		3.08298427906217	4.43916552023326
AT1G07000	AT1G21120	0.4405727619606209	turquoise	turquoise		3.08298427906217	5.38639955115215
AT1G07000	AT1G21130	0.4229602509744325	turquoise	turquoise		3.08298427906217	3.02171961529617
AT1G07000	AT1G22280	0.4345170424323868	turquoise	turquoise		3.08298427906217	1.59183408564961
AT1G07000	AT1G23840	0.4008086850592321	turquoise	turquoise		3.08298427906217	2.566000758532
AT1G07000	AT1G24145	0.40489126866002034	turquoise	turquoise		3.08298427906217	2.34435050572444
AT1G07000	AT1G24147	0.41661185369502723	turquoise	turquoise		3.08298427906217	1.9761898964884
AT1G07000	AT1G25390	0.404758877940152	turquoise	turquoise		3.08298427906217	1.44267565399534
AT1G07000	AT1G30730	0.4111072137049532	turquoise	turquoise		3.08298427906217	1.61549288666298
AT1G07000	AT1G30755	0.4240089751063344	turquoise	turquoise		3.08298427906217	3.28908124408455
AT1G07000	AT1G32960	0.4230431136229211	turquoise	turquoise		3.08298427906217	3.03502710620019
AT1G07000	AT1G33590	0.40493816442874986	turquoise	turquoise		3.08298427906217	2.17362647164011
AT1G07000	AT1G51620	0.4111805434549284	turquoise	turquoise		3.08298427906217	1.38499200434799
AT1G07000	AT1G51915	0.4247294708257095	turquoise	turquoise		3.08298427906217	3.39765767560369
AT1G07000	AT1G53625	0.4245529060419911	turquoise	turquoise		3.08298427906217	3.29049669685659
AT1G07000	AT1G55450	0.43643585932282947	turquoise	turquoise		3.08298427906217	3.16783252109763
AT1G07000	AT1G56140	0.4111232872130288	turquoise	turquoise		3.08298427906217	1.8328798384528
AT1G07000	AT1G58225	0.43016312036186344	turquoise	turquoise		3.08298427906217	2.76689744713795
AT1G07000	AT1G61360	0.42131818379509	turquoise	turquoise		3.08298427906217	2.92730198918192
AT1G07000	AT1G61560	0.4395253538457427	turquoise	turquoise		3.08298427906217	4.24921541481615
AT1G07000	AT1G62300	0.4290838102647298	turquoise	turquoise		3.08298427906217	3.23866706625605
AT1G07000	AT1G63720	0.41377464972565287	turquoise	turquoise		3.08298427906217	2.79136446648231
AT1G07000	AT1G64610	0.41562916065365346	turquoise	turquoise		3.08298427906217	2.69230024854191
AT1G07000	AT1G67520	0.4063441525724578	turquoise	turquoise		3.08298427906217	3.20433622892199
AT1G07000	AT1G68690	0.42944393893867844	turquoise	turquoise		3.08298427906217	1.91992165117549
AT1G07000	AT1G74330	0.43555859379723477	turquoise	turquoise		3.08298427906217	2.19016050015449
AT1G07000	AT1G74650	0.4398115177785584	turquoise	turquoise		3.08298427906217	2.86431108770921
AT1G07000	AT1G76070	0.4146152774068021	turquoise	turquoise		3.08298427906217	2.37769269672858
AT1G07000	AT1G76700	0.40150749333528607	turquoise	turquoise		3.08298427906217	1.18698214980569
AT1G07000	AT1G76970	0.4189103331633354	turquoise	turquoise		3.08298427906217	2.35668735229583
AT1G07000	AT1G79680	0.4362127949668453	turquoise	turquoise		3.08298427906217	5.35724658729315
AT1G07000	AT1G80450	0.40523169675819953	turquoise	turquoise		3.08298427906217	0.465291603130422
AT1G07000	AT2G04495	0.4029782828724292	turquoise	turquoise		3.08298427906217	3.34922125113204
AT1G07000	AT2G13790	0.4032703026580115	turquoise	turquoise		3.08298427906217	2.08183401930694
AT1G07000	AT2G13800	0.43660347044320336	turquoise	turquoise		3.08298427906217	1.49930133234153
AT1G07000	AT2G15040	0.4302791023760316	turquoise	turquoise		3.08298427906217	2.06013550976082
AT1G07000	AT2G15042	0.43437405509585253	turquoise	turquoise		3.08298427906217	2.06374944380292
AT1G07000	AT2G15390	0.4380723568865684	turquoise	turquoise		3.08298427906217	3.32363803827214
AT1G07000	AT2G23320	0.4305801106543837	turquoise	turquoise		3.08298427906217	2.50165698868664
AT1G07000	AT2G23680	0.4341950116671569	turquoise	turquoise		3.08298427906217	2.14534247346099
AT1G07000	AT2G23770	0.402067645113845	turquoise	turquoise		3.08298427906217	1.09261680079512
AT1G07000	AT2G24165	0.42399829353383633	turquoise	turquoise		3.08298427906217	1.02840277555797
AT1G07000	AT2G29100	0.43630579201686387	turquoise	turquoise		3.08298427906217	2.79121051431072
AT1G07000	AT2G31865	0.42299309782372174	turquoise	turquoise		3.08298427906217	2.07752359201292
AT1G07000	AT2G32800	0.4228946688423781	turquoise	turquoise		3.08298427906217	1.20609391460819
AT1G07000	AT2G33110	0.4004617007290414	turquoise	turquoise		3.08298427906217	1.42669691357216
AT1G07000	AT2G33710	0.42723154820882747	turquoise	turquoise		3.08298427906217	3.82502244049114
AT1G07000	AT2G35930	0.40786612320105275	turquoise	turquoise		3.08298427906217	3.31727471173349
AT1G07000	AT2G35980	0.40096160590417906	turquoise	turquoise		3.08298427906217	5.59225559552518
AT1G07000	AT2G36690	0.41107884025144376	turquoise	turquoise		3.08298427906217	1.27858603617193
AT1G07000	AT2G37940	0.4280919617117093	turquoise	turquoise		3.08298427906217	2.44095775911208
AT1G07000	AT2G40180	0.4300310781137524	turquoise	turquoise		3.08298427906217	3.22666705399973
AT1G07000	AT2G40740	0.4278712495352692	turquoise	turquoise		3.08298427906217	2.98749613556736
AT1G07000	AT2G41100	0.4258578642914527	turquoise	turquoise		3.08298427906217	2.96389450681093
AT1G07000	AT2G44490	0.43560107383398244	turquoise	turquoise		3.08298427906217	2.10990605316516
AT1G07000	AT2G46430	0.40290029551484535	turquoise	turquoise		3.08298427906217	2.94431213202112
AT1G07000	AT3G09830	0.4355259737694701	turquoise	turquoise		3.08298427906217	2.18466311911167
AT1G07000	AT3G10720	0.4229427047417466	turquoise	turquoise		3.08298427906217	1.05016067779282
AT1G07000	AT3G11820	0.4144504047964117	turquoise	turquoise		3.08298427906217	2.12884249111616
AT1G07000	AT3G11840	0.42404383613525565	turquoise	turquoise		3.08298427906217	3.75124435866918
AT1G07000	AT3G13433	0.40694601055149754	turquoise	turquoise		3.08298427906217	2.47322996126615
AT1G07000	AT3G14225	0.41242785672850574	turquoise	turquoise		3.08298427906217	3.08404385233805
AT1G07000	AT3G15518	0.43630931794772154	turquoise	turquoise		3.08298427906217	3.60696828405315
AT1G07000	AT3G16030	0.4134158701540721	turquoise	turquoise		3.08298427906217	2.13972624036699
AT1G07000	AT3G18560	0.4013439109123799	turquoise	turquoise		3.08298427906217	0.786663170785131
AT1G07000	AT3G21520	0.4111668981582871	turquoise	turquoise		3.08298427906217	2.38481539803607
AT1G07000	AT3G21780	0.41901461736329487	turquoise	turquoise		3.08298427906217	2.97476664242622
AT1G07000	AT3G22370	0.40499770014207315	turquoise	turquoise		3.08298427906217	2.6689133480064
AT1G07000	AT3G25610	0.4402990080003906	turquoise	turquoise		3.08298427906217	3.55422027491228
AT1G07000	AT3G26680	0.4305336668110662	turquoise	turquoise		3.08298427906217	2.03862747486272
AT1G07000	AT3G26910	0.44050883562024	turquoise	turquoise		3.08298427906217	3.00267704307048
AT1G07000	AT3G26980	0.4278763737595591	turquoise	turquoise		3.08298427906217	2.14110826870903
AT1G07000	AT3G28580	0.40597677943427346	turquoise	turquoise		3.08298427906217	4.44818669005367
AT1G07000	AT3G28850	0.41237769457536466	turquoise	turquoise		3.08298427906217	1.73165444071541
AT1G07000	AT3G28890	0.4188983100847303	turquoise	turquoise		3.08298427906217	2.79215585448859
AT1G07000	AT3G46110	0.42608617454376135	turquoise	turquoise		3.08298427906217	1.70815904679195
AT1G07000	AT3G47090	0.42537573287610914	turquoise	turquoise		3.08298427906217	2.31979227578694
AT1G07000	AT3G47820	0.4364182624292197	turquoise	turquoise		3.08298427906217	2.32396237329802
AT1G07000	AT3G48630	0.4358324609015614	turquoise	turquoise		3.08298427906217	3.01419598266372
AT1G07000	AT3G50760	0.42907323741524683	turquoise	turquoise		3.08298427906217	1.71762698049466
AT1G07000	AT3G51920	0.43205947135239847	turquoise	turquoise		3.08298427906217	2.32035186453661
AT1G07000	AT3G54150	0.4138410586905603	turquoise	turquoise		3.08298427906217	4.60757766973591
AT1G07000	AT3G55950	0.42230611314343824	turquoise	turquoise		3.08298427906217	3.13939234643145
AT1G07000	AT3G59700	0.40405377041694557	turquoise	turquoise		3.08298427906217	1.96697598493279
AT1G07000	AT4G00970	0.40652880006041997	turquoise	turquoise		3.08298427906217	1.81547616825631
AT1G07000	AT4G01010	0.4128185824710113	turquoise	turquoise		3.08298427906217	2.36968245847347
AT1G07000	AT4G04540	0.43504649385684213	turquoise	turquoise		3.08298427906217	2.90133658419737
AT1G07000	AT4G08555	0.40333376491021966	turquoise	turquoise		3.08298427906217	1.8581467950463
AT1G07000	AT4G11000	0.42938721620847525	turquoise	turquoise		3.08298427906217	3.05948475142046
AT1G07000	AT4G11330	0.4044330788967263	turquoise	turquoise		3.08298427906217	1.30817172165487
AT1G07000	AT4G11470	0.4185311805640835	turquoise	turquoise		3.08298427906217	2.57574927317393
AT1G07000	AT4G11521	0.418080856434426	turquoise	turquoise		3.08298427906217	2.22633638218915
AT1G07000	AT4G14365	0.4354629887197747	turquoise	turquoise		3.08298427906217	3.36041276125927
AT1G07000	AT4G18250	0.4177709061160838	turquoise	turquoise		3.08298427906217	3.69842741737289
AT1G07000	AT4G20000	0.42511339293652206	turquoise	turquoise		3.08298427906217	2.92428624610994
AT1G07000	AT4G20780	0.43069288068115646	turquoise	turquoise		3.08298427906217	2.39349679912999
AT1G07000	AT4G21390	0.42871483159549123	turquoise	turquoise		3.08298427906217	3.45770074148012
AT1G07000	AT4G21920	0.4071360946977951	turquoise	turquoise		3.08298427906217	2.29043340988926
AT1G07000	AT4G22710	0.41743342531422056	turquoise	turquoise		3.08298427906217	2.67546649045668
AT1G07000	AT4G22960	0.4325859400578181	turquoise	turquoise		3.08298427906217	3.18131940153597
